customer_id,customer_type,industry,region,registration_date,annual_revenue,customer_status,recency,frequency,monetary_value,interaction_count,avg_satisfaction,avg_resolution_time,complaints,customer_lifetime_value
C0206,B2C,Manufacturing,North,2021-11-13,181555.86,Active,146.0,3.0,26365.46,4.0,2.75,31.25,0.0,26365.46
C0207,B2C,Technology,South,2021-08-24,405538.47,Active,831.0,1.0,7304.91,2.0,3.5,49.2,1.0,7304.91
C0208,B2C,Healthcare,South,2024-06-01,143902.49,Active,432.0,4.0,17647.239999999998,6.0,1.8333333333333333,41.35,5.0,17647.239999999998
C0209,B2C,Healthcare,South,2022-11-27,436232.73,Inactive,871.0,3.0,21493.09,1.0,5.0,66.3,0.0,21493.09
C0210,B2B,Healthcare,North,2021-05-23,375594.76,Active,438.0,3.0,26560.27,3.0,3.0,32.63333333333333,2.0,26560.27
C0211,B2C,Finance,East,2023-02-10,87130.55,Active,162.0,5.0,36973.36,3.0,4.333333333333333,55.833333333333336,0.0,36973.36
C0212,B2C,Technology,North,2025-01-17,442837.67,Active,198.0,1.0,5465.51,2.0,3.5,33.6,1.0,5465.51
C0213,B2B,Healthcare,East,2021-11-19,227125.36,Inactive,22.0,5.0,28365.59,5.0,4.0,48.160000000000004,3.0,28365.59
C0214,B2C,Finance,East,2023-09-22,115628.79,Active,118.0,3.0,24672.190000000002,2.0,1.0,37.65,0.0,24672.190000000002
C0215,B2C,Healthcare,East,2022-12-08,342326.77,Inactive,51.0,6.0,39880.55,4.0,3.75,34.625,1.0,39880.55
C0216,B2C,Healthcare,South,2023-12-16,203679.06,Active,496.0,4.0,25011.63,4.0,1.75,54.75,1.0,25011.63
C0217,B2B,Retail,South,2021-01-16,386001.27,Active,196.0,10.0,70777.75,5.0,2.6,40.4,2.0,70777.75
C0218,B2C,Healthcare,North,2022-08-16,253718.81,Inactive,6.0,2.0,23870.38,3.0,4.0,41.1,1.0,23870.38
C0219,B2B,Finance,South,2021-12-26,255128.55,Active,75.0,2.0,17800.38,2.0,3.0,35.5,1.0,17800.38
C0220,B2C,Healthcare,West,2021-05-28,19183.35,Active,0.0,0.0,0.0,2.0,2.5,25.200000000000003,0.0,0.0
C0221,B2C,Technology,West,2025-11-01,290965.84,Inactive,5.0,3.0,29134.2,4.0,2.0,43.85,3.0,29134.2
C0222,B2B,Finance,North,2022-08-16,483437.85,Active,311.0,3.0,25912.940000000002,2.0,3.0,31.900000000000002,1.0,25912.940000000002
C0223,B2C,Retail,North,2025-06-30,223988.77,Active,233.0,6.0,52892.41,2.0,2.0,31.450000000000003,0.0,52892.41
C0224,B2C,Technology,West,2022-05-14,266741.65,Inactive,252.0,2.0,7282.25,4.0,3.5,35.35,2.0,7282.25
C0225,B2C,Retail,South,2025-11-18,173203.63,Active,101.0,3.0,23222.120000000003,2.0,3.0,61.25,0.0,23222.120000000003
C0226,B2B,Technology,South,2021-06-06,453902.14,Active,451.0,4.0,15433.619999999999,2.0,2.0,8.9,0.0,15433.619999999999
C0227,B2B,Manufacturing,North,2022-12-21,81757.67,Active,274.0,3.0,23534.09,4.0,3.75,56.975,2.0,23534.09
C0228,B2B,Healthcare,South,2021-12-22,476133.15,Inactive,184.0,3.0,5853.41,1.0,2.0,34.8,0.0,5853.41
C0229,B2C,Technology,East,2023-08-09,433480.97,Active,0.0,0.0,0.0,3.0,3.3333333333333335,30.3,1.0,0.0
C0230,B2C,Healthcare,West,2021-11-06,226681.95,Active,193.0,5.0,44793.12,0.0,0.0,0.0,0.0,44793.12
C0231,B2C,Technology,North,2025-06-19,182451.69,Active,268.0,1.0,1273.52,1.0,2.0,50.3,1.0,1273.52
C0232,B2C,Finance,North,2022-09-28,37876.12,Active,116.0,6.0,35409.82,0.0,0.0,0.0,0.0,35409.82
C0233,B2B,Technology,West,2021-06-07,236728.71,Active,55.0,7.0,43712.9,2.0,3.0,44.9,1.0,43712.9
C0234,B2B,Retail,West,2023-07-11,255669.98,Active,697.0,2.0,17815.45,3.0,3.0,41.666666666666664,2.0,17815.45
C0235,B2B,Retail,North,2023-07-12,257229.01,Active,74.0,5.0,44906.87,0.0,0.0,0.0,0.0,44906.87
C0236,B2B,Finance,West,2021-03-22,266793.59,Active,695.0,1.0,8583.73,2.0,5.0,10.1,1.0,8583.73
C0237,B2C,Retail,West,2023-01-16,210297.0,Active,0.0,0.0,0.0,5.0,2.6,36.64,2.0,0.0
C0238,B2B,Retail,North,2024-10-22,171548.47,Inactive,605.0,5.0,31336.12,3.0,3.0,48.56666666666666,0.0,31336.12
C0239,B2C,Technology,South,2022-08-05,173347.4,Active,193.0,5.0,49487.86,6.0,2.8333333333333335,41.61666666666667,2.0,49487.86
C0240,B2C,Finance,South,2022-12-18,301570.2,Active,561.0,2.0,14346.539999999999,1.0,3.0,35.7,0.0,14346.539999999999
C0241,B2C,Retail,South,2022-09-27,338357.04,Active,139.0,3.0,24134.52,3.0,3.0,47.96666666666667,0.0,24134.52
C0242,B2C,Technology,East,2024-08-16,18932.96,Active,146.0,4.0,22272.84,4.0,2.5,47.3,1.0,22272.84
C0243,B2B,Retail,West,2022-01-05,104082.56,Active,24.0,3.0,19241.02,2.0,3.0,40.25,0.0,19241.02
C0244,B2B,Retail,North,2021-11-14,258767.96,Active,63.0,5.0,29039.97,2.0,3.5,48.25,0.0,29039.97
C0245,B2C,Technology,South,2024-09-17,302650.76,Active,381.0,3.0,3962.69,3.0,3.0,42.86666666666667,0.0,3962.69
C0246,B2B,Technology,South,2021-11-29,363379.67,Active,157.0,2.0,9193.09,0.0,0.0,0.0,0.0,9193.09
C0247,B2C,Manufacturing,West,2023-04-22,309191.76,Inactive,25.0,4.0,23797.52,2.0,3.0,19.55,0.0,23797.52
C0248,B2B,Retail,West,2022-04-25,452947.43,Active,453.0,5.0,37269.6,4.0,2.75,47.95,1.0,37269.6
C0249,B2C,Finance,East,2023-01-24,391280.78,Inactive,744.0,3.0,15610.900000000001,3.0,4.0,25.866666666666664,2.0,15610.900000000001
C0250,B2B,Technology,South,2021-11-28,437770.94,Active,153.0,2.0,17432.02,0.0,0.0,0.0,0.0,17432.02
C0251,B2C,Retail,North,2024-08-06,358586.48,Active,6.0,2.0,11765.66,2.0,3.0,21.1,0.0,11765.66
C0252,B2B,Manufacturing,East,2022-08-07,230166.42,Active,129.0,9.0,63937.17,5.0,3.4,26.419999999999998,0.0,63937.17
C0253,B2C,Healthcare,South,2025-08-29,410184.6,Active,723.0,2.0,6678.36,3.0,3.0,50.333333333333336,1.0,6678.36
C0254,B2C,Healthcare,West,2021-02-24,255983.49,Active,199.0,5.0,26812.53,3.0,2.0,35.06666666666667,0.0,26812.53
C0255,B2B,Retail,South,2023-03-02,23811.9,Active,2.0,2.0,5804.1900000000005,2.0,1.5,46.400000000000006,1.0,5804.1900000000005
C0256,B2C,Manufacturing,South,2025-09-15,28768.56,Inactive,59.0,3.0,13989.529999999999,3.0,3.0,28.8,1.0,13989.529999999999
C0257,B2B,Finance,West,2024-11-26,311520.65,Active,16.0,5.0,47273.119999999995,3.0,2.6666666666666665,18.400000000000002,1.0,47273.119999999995
C0258,B2C,Manufacturing,South,2021-02-08,278914.08,Inactive,52.0,4.0,32804.71,2.0,5.0,41.75,0.0,32804.71
C0259,B2C,Manufacturing,East,2021-08-16,69705.69,Active,279.0,3.0,27075.0,1.0,2.0,67.0,0.0,27075.0
C0260,B2C,Healthcare,North,2023-05-10,419976.98,Inactive,256.0,2.0,10005.73,4.0,3.5,35.85,0.0,10005.73
C0261,B2B,Technology,South,2024-05-07,362086.72,Active,378.0,5.0,59927.47,2.0,3.0,43.9,0.0,59927.47
C0262,B2B,Technology,East,2023-05-30,127876.48,Inactive,180.0,4.0,24507.129999999997,7.0,3.7142857142857144,47.357142857142854,1.0,24507.129999999997
C0263,B2B,Technology,East,2022-01-19,43162.87,Active,391.0,4.0,30283.440000000002,4.0,3.25,21.275,2.0,30283.440000000002
C0264,B2C,Healthcare,West,2023-03-11,490709.32,Active,224.0,4.0,22193.62,6.0,2.6666666666666665,33.68333333333334,0.0,22193.62
C0265,B2B,Retail,North,2025-03-11,178953.22,Active,183.0,2.0,21476.67,1.0,1.0,43.0,0.0,21476.67
C0266,B2C,Manufacturing,North,2025-04-30,182626.53,Active,103.0,7.0,37384.87,2.0,3.5,27.55,0.0,37384.87
C0267,B2B,Finance,West,2025-07-25,319550.57,Active,561.0,1.0,4420.92,4.0,4.25,51.125,1.0,4420.92
C0268,B2C,Healthcare,East,2021-05-10,108779.59,Active,761.0,3.0,21206.94,2.0,2.0,34.55,1.0,21206.94
C0269,B2C,Retail,West,2021-03-27,494670.12,Inactive,891.0,1.0,3591.71,3.0,4.0,52.1,0.0,3591.71
C0270,B2B,Manufacturing,East,2022-06-03,184917.35,Active,41.0,4.0,32274.28,6.0,3.3333333333333335,28.933333333333334,1.0,32274.28
C0271,B2C,Retail,North,2025-11-09,401677.78,Inactive,160.0,3.0,15334.140000000001,2.0,5.0,38.95,1.0,15334.140000000001
C0272,B2C,Finance,East,2023-03-31,487124.56,Inactive,47.0,1.0,5997.37,4.0,2.75,46.625,1.0,5997.37
C0273,B2C,Retail,East,2024-11-18,402562.56,Inactive,65.0,4.0,27678.74,4.0,2.25,42.125,1.0,27678.74
C0274,B2C,Technology,South,2021-06-11,277282.45,Active,809.0,1.0,9952.87,2.0,3.0,56.95,0.0,9952.87
C0275,B2B,Retail,East,2021-07-30,160182.97,Inactive,84.0,6.0,39367.37,5.0,3.2,27.78,0.0,39367.37
C0276,B2C,Retail,West,2021-12-08,30754.03,Active,78.0,2.0,10405.32,1.0,1.0,15.3,0.0,10405.32
C0277,B2C,Retail,North,2024-06-13,46770.17,Inactive,150.0,6.0,24741.08,4.0,3.0,14.575,1.0,24741.08
C0278,B2B,Healthcare,South,2023-01-15,425847.96,Inactive,15.0,4.0,17521.67,6.0,3.3333333333333335,27.183333333333334,1.0,17521.67
C0279,B2B,Healthcare,South,2021-03-13,391472.53,Active,206.0,4.0,27627.309999999998,6.0,3.5,46.61666666666667,0.0,27627.309999999998
C0280,B2C,Technology,North,2023-01-12,306496.47,Inactive,54.0,3.0,18336.239999999998,3.0,3.0,47.23333333333333,0.0,18336.239999999998
C0281,B2C,Finance,North,2023-01-30,291221.67,Active,244.0,3.0,24613.55,3.0,1.3333333333333333,31.96666666666667,1.0,24613.55
C0282,B2C,Retail,South,2023-03-27,480654.83,Active,344.0,3.0,17952.0,5.0,4.2,22.0,1.0,17952.0
C0283,B2B,Finance,West,2025-02-15,457635.83,Active,6.0,5.0,37189.94,2.0,1.5,50.0,1.0,37189.94
C0284,B2C,Finance,South,2022-06-21,498218.9,Active,326.0,1.0,4405.18,3.0,2.0,39.6,0.0,4405.18
C0285,B2C,Manufacturing,North,2024-11-22,76506.92,Active,42.0,4.0,30303.93,6.0,3.5,48.099999999999994,1.0,30303.93
C0286,B2B,Finance,North,2023-07-15,407151.48,Active,5.0,4.0,18114.86,3.0,2.0,49.900000000000006,3.0,18114.86
C0287,B2C,Healthcare,East,2024-09-29,446752.52,Active,745.0,1.0,6753.9,1.0,2.0,18.7,0.0,6753.9
C0288,B2B,Retail,South,2024-12-28,69467.6,Active,589.0,1.0,2794.29,3.0,4.333333333333333,48.76666666666667,0.0,2794.29
C0289,B2B,Manufacturing,West,2025-06-11,22879.17,Active,18.0,3.0,10701.75,5.0,3.0,36.58,1.0,10701.75
C0290,B2B,Technology,North,2023-08-16,42216.57,Inactive,14.0,5.0,36506.32,3.0,3.6666666666666665,42.79999999999999,0.0,36506.32
C0291,B2C,Technology,West,2025-01-08,386890.63,Active,838.0,2.0,14909.91,4.0,2.75,38.675,0.0,14909.91
C0292,B2C,Healthcare,West,2021-09-14,238258.27,Active,508.0,3.0,29525.7,4.0,3.75,29.775,0.0,29525.7
C0293,B2B,Manufacturing,West,2021-09-20,256403.26,Active,422.0,4.0,16073.3,1.0,3.0,57.1,0.0,16073.3
C0294,B2B,Technology,South,2025-08-30,159021.03,Active,147.0,4.0,37413.22,6.0,2.6666666666666665,29.78333333333333,0.0,37413.22
C0295,B2B,Retail,East,2022-10-23,424507.52,Active,172.0,5.0,33609.27,3.0,3.0,46.866666666666674,2.0,33609.27
C0296,B2C,Manufacturing,East,2022-02-07,311069.86,Active,6.0,4.0,11694.82,3.0,1.0,42.36666666666667,0.0,11694.82
C0297,B2B,Technology,South,2023-10-27,93888.31,Active,47.0,1.0,5771.38,3.0,3.3333333333333335,31.03333333333333,1.0,5771.38
C0298,B2B,Healthcare,North,2025-09-22,32276.28,Active,140.0,3.0,13181.650000000001,7.0,3.5714285714285716,33.22857142857143,3.0,13181.650000000001
C0299,B2B,Technology,West,2024-08-26,312873.13,Active,141.0,3.0,13606.460000000001,3.0,3.6666666666666665,33.03333333333333,0.0,13606.460000000001
C0300,B2C,Retail,West,2023-10-17,129990.18,Inactive,563.0,1.0,17846.65,1.0,3.0,2.0,0.0,17846.65
C0301,B2C,Healthcare,North,2022-09-02,87459.42,Inactive,16.0,5.0,43069.6,1.0,5.0,43.7,0.0,43069.6
C0302,B2C,Manufacturing,East,2023-09-19,307263.53,Active,62.0,4.0,32468.48,4.0,3.25,6.675,1.0,32468.48
C0303,B2C,Retail,West,2025-10-31,74075.41,Active,451.0,3.0,18860.54,9.0,2.5555555555555554,40.599999999999994,1.0,18860.54
C0304,B2B,Retail,South,2023-11-21,238571.56,Active,335.0,1.0,8552.51,4.0,3.75,40.275,1.0,8552.51
C0305,B2B,Manufacturing,North,2023-07-10,34796.59,Inactive,147.0,2.0,13829.53,2.0,1.5,42.8,0.0,13829.53
C0306,B2C,Manufacturing,South,2025-11-05,408604.14,Active,101.0,4.0,22716.050000000003,2.0,5.0,34.25,0.0,22716.050000000003
C0307,B2B,Finance,West,2022-01-24,254392.26,Active,67.0,4.0,14867.21,2.0,3.5,28.7,1.0,14867.21
C0308,B2B,Healthcare,West,2023-10-16,257667.79,Active,104.0,11.0,67026.2,0.0,0.0,0.0,0.0,67026.2
C0309,B2C,Healthcare,North,2022-03-17,147864.61,Inactive,48.0,4.0,26373.26,1.0,3.0,50.6,0.0,26373.26
C0310,B2B,Healthcare,West,2022-08-09,75628.12,Active,52.0,2.0,6564.969999999999,2.0,3.0,37.65,0.0,6564.969999999999
C0311,B2C,Finance,East,2025-01-29,32168.77,Active,224.0,7.0,46958.79,2.0,2.5,38.8,0.0,46958.79
C0312,B2B,Retail,East,2024-03-13,46030.56,Inactive,514.0,1.0,4084.46,4.0,3.5,47.8,2.0,4084.46
C0313,B2C,Technology,North,2025-04-15,73045.06,Active,309.0,5.0,20698.6,1.0,5.0,19.1,1.0,20698.6
C0314,B2C,Retail,East,2023-03-18,379932.93,Active,261.0,2.0,23572.91,3.0,4.0,26.46666666666667,0.0,23572.91
C0315,B2C,Technology,North,2024-05-18,32198.64,Active,277.0,5.0,43684.16,4.0,4.0,31.425,1.0,43684.16
C0316,B2C,Finance,West,2025-01-01,82980.93,Active,100.0,3.0,22584.01,5.0,3.2,28.380000000000003,2.0,22584.01
C0317,B2C,Manufacturing,West,2022-11-03,495401.71,Active,316.0,4.0,31844.42,3.0,2.3333333333333335,38.9,1.0,31844.42
C0318,B2C,Technology,West,2024-04-30,357282.51,Active,533.0,2.0,21179.46,3.0,3.6666666666666665,49.96666666666667,0.0,21179.46
C0319,B2B,Retail,East,2023-08-31,340165.13,Inactive,49.0,5.0,39144.59,5.0,2.8,38.28,1.0,39144.59
C0320,B2C,Healthcare,West,2024-04-10,140109.91,Active,27.0,8.0,49718.23,4.0,2.75,33.25,3.0,49718.23
C0321,B2B,Technology,West,2025-01-17,93550.91,Inactive,50.0,4.0,18487.72,3.0,2.3333333333333335,51.166666666666664,1.0,18487.72
C0322,B2B,Healthcare,North,2021-10-30,103484.32,Inactive,195.0,2.0,20631.16,4.0,2.25,60.15,0.0,20631.16
C0323,B2C,Manufacturing,West,2022-10-05,348345.13,Inactive,501.0,3.0,26917.65,2.0,2.5,40.35,0.0,26917.65
C0324,B2C,Healthcare,South,2023-10-25,264154.77,Active,467.0,1.0,1203.77,9.0,3.5555555555555554,31.08888888888889,0.0,1203.77
C0325,B2C,Technology,West,2024-09-18,163738.77,Active,14.0,4.0,39328.55,2.0,2.0,64.75,0.0,39328.55
C0326,B2C,Technology,East,2023-07-31,341175.6,Active,27.0,8.0,55205.41,2.0,1.5,46.5,0.0,55205.41
C0327,B2C,Manufacturing,South,2024-06-03,146713.13,Active,779.0,1.0,5713.77,5.0,3.6,47.4,0.0,5713.77
C0328,B2C,Retail,South,2022-04-06,348217.56,Inactive,26.0,2.0,10993.130000000001,7.0,2.857142857142857,39.18571428571429,0.0,10993.130000000001
C0329,B2C,Retail,East,2022-10-12,151016.79,Inactive,366.0,6.0,42659.96,4.0,4.5,50.325,2.0,42659.96
C0330,B2C,Manufacturing,East,2023-03-20,30612.58,Active,204.0,3.0,24680.239999999998,3.0,4.666666666666667,32.93333333333333,1.0,24680.239999999998
C0331,B2C,Retail,West,2022-12-11,114853.54,Active,342.0,1.0,4482.97,3.0,3.0,60.26666666666667,0.0,4482.97
C0332,B2C,Manufacturing,North,2024-02-26,311681.75,Active,170.0,2.0,13838.98,3.0,2.3333333333333335,28.333333333333332,1.0,13838.98
C0333,B2B,Technology,South,2022-05-12,322592.84,Active,76.0,5.0,28207.32,2.0,1.5,11.65,0.0,28207.32
C0334,B2C,Retail,West,2021-07-25,59267.0,Active,230.0,3.0,10686.54,6.0,3.5,42.9,0.0,10686.54
C0335,B2B,Finance,West,2021-01-11,243949.78,Active,19.0,2.0,27351.72,1.0,4.0,22.9,0.0,27351.72
C0336,B2C,Retail,East,2025-03-29,326489.98,Active,576.0,2.0,14060.14,3.0,4.0,38.9,1.0,14060.14
C0337,B2B,Technology,North,2024-08-28,457482.57,Active,33.0,6.0,53826.53,1.0,4.0,53.7,0.0,53826.53
C0338,B2B,Healthcare,West,2023-05-06,396100.71,Active,24.0,5.0,40565.93,2.0,4.0,9.75,0.0,40565.93
C0339,B2C,Healthcare,North,2025-03-14,156212.18,Active,374.0,2.0,8328.28,6.0,3.3333333333333335,53.38333333333333,2.0,8328.28
C0340,B2C,Finance,West,2022-11-18,445737.38,Active,17.0,5.0,45266.84,0.0,0.0,0.0,0.0,45266.84
C0341,B2C,Retail,South,2025-10-09,406318.8,Active,16.0,4.0,33154.479999999996,3.0,3.3333333333333335,46.93333333333334,0.0,33154.479999999996
C0342,B2C,Retail,South,2021-11-29,16901.26,Active,81.0,2.0,20121.31,6.0,2.5,21.433333333333334,2.0,20121.31
C0343,B2C,Technology,South,2025-06-08,95992.51,Inactive,512.0,2.0,7862.139999999999,6.0,3.5,21.95,0.0,7862.139999999999
C0344,B2C,Technology,East,2025-08-21,52501.51,Active,489.0,5.0,24063.83,2.0,5.0,61.75,0.0,24063.83
C0345,B2B,Finance,East,2022-01-14,468554.44,Active,51.0,3.0,24471.329999999998,4.0,3.0,37.1,1.0,24471.329999999998
C0346,B2C,Manufacturing,West,2022-06-19,379340.76,Active,155.0,5.0,24284.91,3.0,2.6666666666666665,32.06666666666667,0.0,24284.91
C0347,B2B,Retail,East,2022-09-11,349456.61,Active,49.0,3.0,23463.85,3.0,1.3333333333333333,39.1,0.0,23463.85
C0348,B2B,Finance,East,2024-09-29,88261.24,Active,284.0,5.0,19449.45,1.0,3.0,70.0,0.0,19449.45
C0349,B2B,Retail,East,2024-11-14,311166.47,Active,428.0,3.0,16742.190000000002,2.0,3.5,35.75,2.0,16742.190000000002
C0350,B2C,Manufacturing,West,2021-10-01,376390.07,Active,147.0,7.0,40127.26,2.0,1.5,45.650000000000006,0.0,40127.26
C0351,B2C,Technology,South,2023-05-02,383311.21,Active,67.0,4.0,14023.1,3.0,2.0,16.433333333333334,0.0,14023.1
C0352,B2C,Technology,East,2023-12-13,48270.33,Active,86.0,2.0,13354.33,4.0,3.75,52.975,0.0,13354.33
C0353,B2B,Technology,South,2021-05-07,90623.21,Inactive,25.0,8.0,40313.51,0.0,0.0,0.0,0.0,40313.51
C0354,B2B,Technology,West,2021-08-27,54561.41,Inactive,417.0,1.0,805.78,4.0,2.5,29.85,1.0,805.78
C0355,B2B,Finance,South,2025-07-15,261491.44,Inactive,110.0,5.0,39590.3,3.0,1.0,20.266666666666666,0.0,39590.3
C0356,B2B,Technology,West,2024-02-29,339656.18,Active,310.0,4.0,34086.88,2.0,1.0,49.3,1.0,34086.88
C0357,B2B,Finance,East,2025-01-21,410062.08,Active,296.0,5.0,38641.9,5.0,3.8,35.3,1.0,38641.9
C0358,B2B,Healthcare,West,2024-03-30,178819.14,Active,121.0,7.0,36580.54,7.0,1.8571428571428572,38.271428571428565,3.0,36580.54
C0359,B2B,Healthcare,West,2024-01-14,25550.09,Inactive,288.0,1.0,5291.1,5.0,3.0,36.14,2.0,5291.1
C0360,B2B,Finance,East,2022-01-04,496499.73,Inactive,110.0,4.0,40806.770000000004,4.0,2.0,32.8,1.0,40806.770000000004
C0361,B2C,Finance,North,2023-07-08,344537.87,Active,21.0,6.0,28906.19,6.0,4.166666666666667,24.133333333333336,2.0,28906.19
C0362,B2C,Healthcare,South,2024-08-31,496494.92,Inactive,270.0,2.0,5023.91,4.0,2.25,13.625,0.0,5023.91
C0363,B2B,Manufacturing,North,2023-12-20,380527.91,Active,77.0,4.0,20425.35,7.0,2.857142857142857,42.1,1.0,20425.35
C0364,B2C,Technology,West,2023-08-07,413446.61,Active,114.0,3.0,16518.489999999998,2.0,4.0,40.3,0.0,16518.489999999998
C0365,B2C,Manufacturing,East,2023-08-02,102355.42,Active,470.0,2.0,23025.68,5.0,3.0,26.98,2.0,23025.68
C0366,B2C,Technology,North,2021-03-07,127926.48,Active,97.0,4.0,33596.41,1.0,4.0,24.4,0.0,33596.41
C0367,B2B,Finance,North,2021-07-26,129919.73,Active,126.0,4.0,11510.08,2.0,4.0,29.65,0.0,11510.08
C0368,B2C,Manufacturing,South,2023-04-04,379649.0,Active,0.0,0.0,0.0,4.0,3.0,30.6,0.0,0.0
C0369,B2C,Manufacturing,East,2021-10-14,292962.66,Active,148.0,1.0,12971.14,4.0,3.0,41.425,1.0,12971.14
C0370,B2C,Manufacturing,South,2022-05-01,212644.5,Active,65.0,4.0,20765.940000000002,6.0,1.8333333333333333,31.8,3.0,20765.940000000002
C0371,B2B,Finance,West,2021-05-05,32973.21,Active,352.0,4.0,14681.24,5.0,2.6,39.88,1.0,14681.24
C0372,B2C,Technology,East,2024-08-10,351191.12,Inactive,88.0,5.0,15953.66,6.0,3.6666666666666665,41.75,0.0,15953.66
C0373,B2C,Finance,South,2021-11-02,379663.89,Inactive,583.0,2.0,28968.05,3.0,3.6666666666666665,16.133333333333333,0.0,28968.05
C0374,B2B,Retail,South,2022-05-09,404830.32,Active,740.0,3.0,21082.72,1.0,5.0,56.0,0.0,21082.72
C0375,B2C,Finance,South,2024-02-26,200325.33,Active,307.0,2.0,7690.209999999999,2.0,4.5,44.55,1.0,7690.209999999999
C0376,B2C,Healthcare,West,2022-02-21,425095.36,Active,29.0,3.0,11385.44,0.0,0.0,0.0,0.0,11385.44
C0377,B2B,Healthcare,East,2024-01-02,194812.31,Active,146.0,6.0,33461.490000000005,3.0,2.6666666666666665,35.333333333333336,1.0,33461.490000000005
C0378,B2B,Manufacturing,South,2025-11-25,244903.16,Active,791.0,1.0,7899.39,3.0,2.6666666666666665,9.733333333333334,2.0,7899.39
C0379,B2B,Manufacturing,South,2022-09-13,481418.0,Active,32.0,4.0,36988.77,2.0,2.5,23.95,0.0,36988.77
C0380,B2C,Manufacturing,South,2025-03-10,204349.71,Active,140.0,4.0,27847.010000000002,1.0,3.0,6.2,1.0,27847.010000000002
C0381,B2C,Retail,West,2024-02-05,238462.73,Active,25.0,4.0,19931.89,2.0,3.5,27.15,2.0,19931.89
C0382,B2C,Retail,West,2022-09-24,238341.99,Inactive,257.0,6.0,45292.229999999996,2.0,3.5,20.45,1.0,45292.229999999996
C0383,B2C,Manufacturing,East,2025-04-09,163331.79,Active,452.0,2.0,19888.16,3.0,2.3333333333333335,30.53333333333333,1.0,19888.16
C0384,B2B,Manufacturing,North,2024-02-27,137779.31,Inactive,76.0,7.0,43792.89,4.0,3.25,29.075,0.0,43792.89
C0385,B2B,Manufacturing,East,2022-08-28,122709.13,Active,143.0,3.0,14036.9,1.0,5.0,69.8,0.0,14036.9
C0386,B2C,Retail,West,2023-10-20,483589.05,Inactive,296.0,3.0,25424.36,0.0,0.0,0.0,0.0,25424.36
C0387,B2B,Retail,South,2023-08-02,78579.68,Inactive,134.0,4.0,20931.29,7.0,2.2857142857142856,41.871428571428574,1.0,20931.29
C0388,B2B,Technology,North,2022-01-12,421143.56,Active,80.0,2.0,10260.19,5.0,3.4,33.18,0.0,10260.19
C0389,B2B,Healthcare,West,2025-08-03,77370.85,Active,6.0,3.0,23476.61,1.0,1.0,54.7,0.0,23476.61
C0390,B2B,Healthcare,South,2021-05-20,257809.13,Active,408.0,5.0,31055.47,1.0,3.0,63.2,0.0,31055.47
C0391,B2C,Finance,North,2021-05-04,13240.05,Inactive,139.0,4.0,22976.239999999998,6.0,3.0,30.916666666666668,3.0,22976.239999999998
C0392,B2B,Technology,East,2021-01-25,272511.67,Active,15.0,6.0,20005.67,0.0,0.0,0.0,0.0,20005.67
C0393,B2C,Manufacturing,North,2021-02-05,459843.93,Active,334.0,2.0,3961.6,3.0,2.6666666666666665,37.800000000000004,0.0,3961.6
C0394,B2B,Technology,East,2022-05-09,409455.05,Active,314.0,4.0,37195.08,5.0,2.4,42.519999999999996,1.0,37195.08
C0395,B2C,Healthcare,East,2025-06-17,480055.92,Inactive,0.0,0.0,0.0,5.0,4.2,48.56,3.0,0.0
C0396,B2B,Manufacturing,East,2024-03-03,345180.4,Active,291.0,4.0,39254.91,2.0,2.5,38.35,0.0,39254.91
C0397,B2B,Healthcare,West,2024-08-31,195839.37,Inactive,384.0,2.0,14263.369999999999,3.0,2.3333333333333335,38.333333333333336,0.0,14263.369999999999
C0398,B2B,Manufacturing,North,2021-04-25,254930.61,Inactive,3.0,9.0,73193.6,9.0,2.3333333333333335,43.28888888888889,2.0,73193.6
C0399,B2C,Technology,North,2024-08-13,448447.69,Active,164.0,4.0,25609.4,3.0,2.6666666666666665,51.1,0.0,25609.4
C0400,B2B,Technology,West,2022-04-16,142836.58,Active,917.0,1.0,7898.54,0.0,0.0,0.0,0.0,7898.54
C0401,B2C,Technology,North,2024-11-02,97883.71,Active,1.0,7.0,41099.78,3.0,3.0,47.699999999999996,2.0,41099.78
C0402,B2B,Technology,South,2021-02-02,378604.69,Inactive,121.0,5.0,40675.91,3.0,2.3333333333333335,26.100000000000005,0.0,40675.91
C0403,B2C,Manufacturing,South,2021-06-07,287681.0,Inactive,117.0,4.0,22179.85,5.0,4.0,30.48,0.0,22179.85
C0404,B2C,Finance,South,2024-10-18,397344.06,Active,19.0,3.0,18205.92,2.0,4.0,47.849999999999994,0.0,18205.92
C0405,B2C,Healthcare,North,2023-10-23,224173.24,Active,0.0,0.0,0.0,5.0,2.6,33.260000000000005,1.0,0.0
C0406,B2C,Retail,North,2022-11-29,320720.24,Inactive,343.0,3.0,27625.27,4.0,3.5,49.4,0.0,27625.27
C0407,B2B,Retail,West,2023-10-02,221605.49,Inactive,266.0,6.0,60127.2,3.0,3.6666666666666665,35.233333333333334,2.0,60127.2
C0408,B2C,Manufacturing,North,2021-06-25,50198.62,Active,534.0,3.0,8554.869999999999,2.0,5.0,57.25,0.0,8554.869999999999
C0409,B2B,Finance,East,2023-02-18,186743.11,Active,300.0,6.0,22987.13,2.0,3.0,32.55,0.0,22987.13
C0410,B2C,Finance,East,2021-01-11,383059.78,Active,20.0,7.0,49376.75,2.0,4.0,8.5,0.0,49376.75
